Area,AspectRation,Compactness,ConvexArea,Class
88103,1.560454655,0.799448418,89631,BARBUNYA
88387,1.495150284,0.814209514,90121,BARBUNYA
88389,1.573383929,0.796301791,89351,BARBUNYA
88455,1.716539314,0.75930036,90344,BARBUNYA
88631,1.584725566,0.79167168,90381,BARBUNYA
88647,1.407997197,0.842036019,90537,BARBUNYA
88811,1.526754998,0.808627982,90775,BARBUNYA
88907,1.442360503,0.830247259,91061,BARBUNYA
89235,1.370073942,0.85186316,90764,BARBUNYA
89239,1.715837354,0.761589083,90157,BARBUNYA
89248,1.594800846,0.790805621,91234,BARBUNYA
89356,1.801607384,0.74353326,91496,BARBUNYA
89692,1.548875393,0.801771442,90687,BARBUNYA
89817,1.550939195,0.801940275,91438,BARBUNYA
89968,1.548866872,0.801108329,91792,BARBUNYA
90015,1.525182578,0.808496894,91331,BARBUNYA
90176,1.518182287,0.810047147,91791,BARBUNYA
90231,1.717356544,0.761251322,91068,BARBUNYA
90260,1.534205779,0.806230737,91653,BARBUNYA
90264,1.450827396,0.829019865,91447,BARBUNYA
90481,1.453178724,0.828323179,92264,BARBUNYA
90494,1.582798254,0.793693791,92071,BARBUNYA
90508,1.485652156,0.819156333,92011,BARBUNYA
90599,1.621673358,0.784466703,91961,BARBUNYA
90605,1.716186221,0.757491636,93234,BARBUNYA
90639,1.416227928,0.837126254,92250,BARBUNYA
90997,1.557560128,0.80063577,92766,BARBUNYA
91010,1.580972921,0.794486375,92343,BARBUNYA
91233,1.666767671,0.773176348,93179,BARBUNYA
91571,1.424428837,0.836651128,93026,BARBUNYA
91582,1.626534838,0.783033342,93036,BARBUNYA
91671,1.703693496,0.764921444,93273,BARBUNYA
91678,1.621351249,0.784342671,93416,BARBUNYA
91870,1.649206418,0.777929891,93731,BARBUNYA
92041,1.652005457,0.77642557,93687,BARBUNYA
92169,1.34898066,0.858758486,93378,BARBUNYA
92981,1.64735661,0.777268061,94477,BARBUNYA
93084,1.380983961,0.84825743,96777,BARBUNYA
93262,1.412798025,0.839323359,94988,BARBUNYA
93336,1.461378288,0.825648435,94432,BARBUNYA
93368,1.646305226,0.778338754,94486,BARBUNYA
93548,1.766713769,0.749987745,95271,BARBUNYA
94187,1.584574993,0.793657407,95403,BARBUNYA
94287,1.602916433,0.787168897,96147,BARBUNYA
94651,1.490700885,0.817320874,95964,BARBUNYA
95349,1.919278538,0.720352213,96842,BARBUNYA
95737,1.523458962,0.80889726,97477,BARBUNYA
95824,1.658890862,0.773732042,98004,BARBUNYA
96192,1.639246326,0.779625664,97341,BARBUNYA
96319,1.534416123,0.805084178,98108,BARBUNYA
97054,1.485394411,0.819756418,99061,BARBUNYA
97060,1.342304367,0.861779029,98830,BARBUNYA
97746,1.604413509,0.788077035,99567,BARBUNYA
98277,1.516810425,0.810666712,100632,BARBUNYA
100846,1.71007568,0.763566943,102015,BARBUNYA
102015,1.592195111,0.788984891,103901,BARBUNYA
102379,1.593823054,0.790512069,104111,BARBUNYA
105542,1.61293094,0.786420983,107112,BARBUNYA
115967,1.356618835,0.85494088,118497,BARBUNYA
114004,1.394174671,0.844094027,115298,BOMBAY
117034,1.212714877,0.906315042,118019,BOMBAY
126503,1.401879349,0.843540956,128220,BOMBAY
128118,1.54761535,0.801323883,129274,BOMBAY
129409,1.419704689,0.838040607,130688,BOMBAY
129807,1.465953674,0.824221968,131148,BOMBAY
130070,1.41849391,0.836135618,131860,BOMBAY
131249,1.609527267,0.784406072,132831,BOMBAY
131488,1.405852452,0.842088861,132905,BOMBAY
132254,1.465590124,0.824390129,133553,BOMBAY
132399,1.404750901,0.84332253,133434,BOMBAY
132851,1.535597222,0.803319079,134466,BOMBAY
132889,1.469951278,0.823259465,134325,BOMBAY
133760,1.357095191,0.857507084,135151,BOMBAY
134012,1.559927438,0.79780047,135500,BOMBAY
134251,1.598010802,0.789569049,135409,BOMBAY
135222,1.419507376,0.838076565,136192,BOMBAY
135403,1.575141721,0.793515586,137618,BOMBAY
135898,1.491824717,0.816517923,137538,BOMBAY
137075,1.576984272,0.792880224,139517,BOMBAY
137115,1.538485188,0.804753869,138970,BOMBAY
137358,1.471472378,0.82324744,138093,BOMBAY
137518,1.529078291,0.805035938,139153,BOMBAY
137748,1.413440947,0.838638486,138869,BOMBAY
137890,1.543269515,0.802407376,139207,BOMBAY
138059,1.61798942,0.775441188,143275,BOMBAY
138114,1.327001706,0.866926408,139491,BOMBAY
138244,1.473209405,0.8215392,139249,BOMBAY
138265,1.485614523,0.818196832,139739,BOMBAY
138659,1.466769012,0.824149152,139826,BOMBAY
138777,1.420568832,0.836333876,140144,BOMBAY
138976,1.448635175,0.825766826,140912,BOMBAY
139523,1.413425217,0.840069515,140892,BOMBAY
139639,1.258213503,0.889981856,140541,BOMBAY
139686,1.449455465,0.829058495,141092,BOMBAY
139841,1.537476785,0.804037789,141672,BOMBAY
140313,1.490048923,0.816875459,141966,BOMBAY
140867,1.389058599,0.846491184,142672,BOMBAY
140964,1.607112445,0.787107475,142173,BOMBAY
141385,1.52720519,0.806775672,143530,BOMBAY
141519,1.507078678,0.811478766,143783,BOMBAY
141850,1.513136198,0.809606037,143680,BOMBAY
141953,1.513380332,0.810969484,143704,BOMBAY
142154,1.387258323,0.847939904,143074,BOMBAY
142238,1.469609509,0.824025775,143764,BOMBAY
142399,1.510642558,0.811689328,143783,BOMBAY
142592,1.479609743,0.819759997,144325,BOMBAY
143603,1.448298876,0.828648509,145400,BOMBAY
144058,1.56088815,0.79770156,145734,BOMBAY
144079,1.543609641,0.801174069,146415,BOMBAY
144083,1.400792998,0.842738209,145241,BOMBAY
144404,1.499751531,0.814890271,145991,BOMBAY
144458,1.491661777,0.816925978,146010,BOMBAY
144704,1.608197579,0.787427507,145929,BOMBAY
145163,1.547018721,0.802286907,146814,BOMBAY
145285,1.486805285,0.819298061,146709,BOMBAY
145339,1.586300776,0.791844039,147256,BOMBAY
145886,1.560502446,0.798968158,147342,BOMBAY
146007,1.500185792,0.81342449,147648,BOMBAY
146015,1.561124185,0.798243482,147529,BOMBAY
146153,1.475881001,0.819810716,149267,BOMBAY
146154,1.558218394,0.798352394,148196,BOMBAY
146328,1.567059428,0.795964833,149274,BOMBAY
146521,1.47627861,0.817650649,150261,BOMBAY
146618,1.618894598,0.784089863,148342,BOMBAY
146862,1.515106961,0.80907954,148492,BOMBAY
146976,1.554309309,0.800585057,148762,BOMBAY
147030,1.512509939,0.8119675,148198,BOMBAY
147044,1.478974952,0.820515158,148317,BOMBAY
147218,1.502782775,0.81497786,148914,BOMBAY
147288,1.664856133,0.772101045,149204,BOMBAY
147827,1.547912779,0.801366014,148921,BOMBAY
147930,1.423699039,0.835634546,149429,BOMBAY
148325,1.593662657,0.790514575,149846,BOMBAY
148827,1.461771431,0.816903778,153846,BOMBAY
148931,1.295955832,0.877717704,149919,BOMBAY
149231,1.514064982,0.811144958,150684,BOMBAY
149264,1.764080031,0.75003262,151608,BOMBAY
149462,1.654466851,0.772140152,152402,BOMBAY
149824,1.481305112,0.819777559,151188,BOMBAY
149941,1.644876892,0.775092396,152636,BOMBAY
150168,1.56040346,0.797379459,151809,BOMBAY
150169,1.641866545,0.776914147,151971,BOMBAY
150467,1.434062088,0.832306542,152958,BOMBAY
150648,1.349759334,0.855490663,153091,BOMBAY
150664,1.754093241,0.751986343,152581,BOMBAY
150738,1.472394358,0.822266814,152131,BOMBAY
151012,1.594072771,0.786664547,153816,BOMBAY
151014,1.469417421,0.823090798,152434,BOMBAY
151091,1.483394433,0.817754014,153478,BOMBAY
151590,1.667873965,0.771795351,153708,BOMBAY
151876,1.5055492,0.812516012,153869,BOMBAY
152063,1.413571505,0.838466145,153860,BOMBAY
152089,1.565583352,0.795380481,154964,BOMBAY
152533,1.546652298,0.802875667,154915,BOMBAY
152816,1.469121014,0.821189098,154914,BOMBAY
152869,1.470186244,0.821245085,154271,BOMBAY
152884,1.397418618,0.843282408,154335,BOMBAY
152952,1.391194414,0.843855254,155498,BOMBAY
153075,1.393740696,0.845146514,154335,BOMBAY
153237,1.674232786,0.769771543,155159,BOMBAY
153261,1.496927926,0.81489359,154519,BOMBAY
153287,1.45163315,0.826139739,155347,BOMBAY
153644,1.578303234,0.790529629,157005,BOMBAY
153885,1.667531029,0.771999763,156047,BOMBAY
153971,1.497643025,0.814682276,155410,BOMBAY
154029,1.619765096,0.780078242,157183,BOMBAY
154160,1.480248234,0.819862272,155782,BOMBAY
154364,1.571706786,0.797138668,155283,BOMBAY
154568,1.404650838,0.842115278,156202,BOMBAY
154706,1.436266295,0.832756827,156085,BOMBAY
154721,1.465172907,0.823630985,155903,BOMBAY
154727,1.532434047,0.806991417,156062,BOMBAY
154772,1.646185953,0.776684364,156330,BOMBAY
154875,1.690360244,0.765194014,157383,BOMBAY
155088,1.402533956,0.843341597,156676,BOMBAY
155247,1.623728425,0.780477165,157360,BOMBAY
155333,1.602804294,0.788066187,156942,BOMBAY
155439,1.627524994,0.777886359,158204,BOMBAY
155524,1.553743686,0.794977413,159126,BOMBAY
155913,1.65617343,0.774899869,157587,BOMBAY
155917,1.531128963,0.804441015,158297,BOMBAY
156041,1.459445684,0.824897304,157801,BOMBAY
156138,1.489814804,0.81839808,157649,BOMBAY
156182,1.531437567,0.8066757,157988,BOMBAY
156208,1.347125398,0.859499937,157666,BOMBAY
156250,1.612344171,0.78509848,157716,BOMBAY
156343,1.5447155,0.802875082,158163,BOMBAY
156513,1.613265445,0.784265199,157878,BOMBAY
156593,1.543809257,0.803351318,157868,BOMBAY
156645,1.61741731,0.783706872,158624,BOMBAY
156910,1.462405758,0.824794372,158236,BOMBAY
156974,1.502024091,0.811580662,158564,BOMBAY
157119,1.396830989,0.843901419,158406,BOMBAY
157128,1.714191595,0.760609733,158837,BOMBAY
157188,1.713528487,0.761576774,158675,BOMBAY
157309,1.609981849,0.783448342,160099,BOMBAY
157321,1.696174643,0.76191538,160654,BOMBAY
157579,1.542839867,0.801303867,159950,BOMBAY
157613,1.323834136,0.867816033,158756,BOMBAY
157916,1.637452399,0.780484793,159638,BOMBAY
158001,1.51371954,0.811531108,159353,BOMBAY
158083,1.673003243,0.770193476,159942,BOMBAY
158140,1.418481681,0.835971597,160990,BOMBAY
158438,1.59309275,0.789143137,160009,BOMBAY
158935,1.465997163,0.822839867,160484,BOMBAY
159048,1.555374054,0.79787322,161042,BOMBAY
159120,1.655819375,0.773121729,161525,BOMBAY
159200,1.630890374,0.779362151,162095,BOMBAY
159247,1.487423973,0.818690652,161350,BOMBAY
159369,1.59002736,0.790073278,160867,BOMBAY
159402,1.379299442,0.85052013,161419,BOMBAY
159596,1.412294221,0.840204383,161161,BOMBAY
159638,1.544405948,0.802797223,161375,BOMBAY
159689,1.563108261,0.795826164,161935,BOMBAY
159694,1.58691585,0.791957904,160650,BOMBAY
159806,1.729092921,0.751701511,164335,BOMBAY
160141,1.52628828,0.806055308,162846,BOMBAY
160250,1.494238937,0.8170567,161847,BOMBAY
160273,1.743665984,0.754051062,163513,BOMBAY
160359,1.39056924,0.845933552,162102,BOMBAY
160568,1.426909033,0.833199737,162914,BOMBAY
160641,1.446142955,0.829989268,161945,BOMBAY
160687,1.629975811,0.780135554,162673,BOMBAY
161008,1.239630349,0.895518804,163019,BOMBAY
161473,1.764584266,0.749109152,163971,BOMBAY
161534,1.619577311,0.783864846,163293,BOMBAY
161579,1.514690116,0.811976354,162975,BOMBAY
161603,1.58995265,0.788208959,163875,BOMBAY
162012,1.665614404,0.771178147,163383,BOMBAY
162019,1.703606792,0.761180785,164165,BOMBAY
162230,1.423138675,0.836363769,163470,BOMBAY
162310,1.688930351,0.763376304,165976,BOMBAY
162374,1.625209584,0.782626017,164508,BOMBAY
162493,1.440400169,0.832026293,163687,BOMBAY
162787,1.738322708,0.754668112,165512,BOMBAY
162820,1.46262025,0.825393551,164278,BOMBAY
162866,1.573754836,0.795826087,164395,BOMBAY
163117,1.506439443,0.813536405,165192,BOMBAY
163329,1.613701675,0.783793359,165504,BOMBAY
163401,1.558042582,0.796404333,166883,BOMBAY
163479,1.764492581,0.751306504,165102,BOMBAY
163558,1.579231955,0.793954493,164798,BOMBAY
163850,1.479928614,0.817727068,166547,BOMBAY
164103,1.656252739,0.774568868,166245,BOMBAY
164154,1.651518776,0.775618862,165847,BOMBAY
164201,1.549188005,0.801312134,166229,BOMBAY
164326,1.571408085,0.794549371,165918,BOMBAY
164455,1.500268085,0.814903852,166145,BOMBAY
164498,1.785674793,0.741985832,168989,BOMBAY
164571,1.633716366,0.777870647,166960,BOMBAY
164596,1.619224964,0.78399092,166206,BOMBAY
164670,1.876570398,0.723545711,167485,BOMBAY
164698,1.544434183,0.803462996,166443,BOMBAY
164719,1.550347807,0.799345554,166293,BOMBAY
164968,1.568035575,0.795925536,166784,BOMBAY
164981,1.449521112,0.825923062,167564,BOMBAY
164983,1.547316648,0.800232485,167334,BOMBAY
165004,1.722619716,0.754018803,170614,BOMBAY
165330,1.557588809,0.798572039,167922,BOMBAY
165366,1.643745027,0.775009734,168206,BOMBAY
165397,1.542990363,0.803194962,166731,BOMBAY
165817,1.694968483,0.762649946,169163,BOMBAY
165855,1.572547549,0.794902624,167630,BOMBAY
165950,1.667026349,0.772265814,167660,BOMBAY
166007,1.523210992,0.807982412,167703,BOMBAY
166208,1.497838944,0.814367885,167540,BOMBAY
166256,1.658776416,0.769976583,169300,BOMBAY
166265,1.52004383,0.809233049,167521,BOMBAY
166343,1.599352186,0.787783515,168381,BOMBAY
166458,1.618443657,0.779237009,170734,BOMBAY
166639,1.582955266,0.791913265,170464,BOMBAY
166654,1.53702279,0.804456729,168540,BOMBAY
166686,1.686608155,0.767051715,168333,BOMBAY
166757,1.616547912,0.783065367,169717,BOMBAY
166862,1.573791886,0.794256047,168545,BOMBAY
167124,1.3509576,0.858885947,168590,BOMBAY
167176,1.752243135,0.749975172,169856,BOMBAY
167321,1.597899254,0.784570498,170889,BOMBAY
167563,1.5475413,0.800701823,169787,BOMBAY
168165,1.753842069,0.752581374,170374,BOMBAY
168226,1.476022667,0.816287102,171839,BOMBAY
168313,1.288203951,0.880044451,169751,BOMBAY
168315,1.83407568,0.731322761,171729,BOMBAY
168344,1.542303898,0.801667105,170623,BOMBAY
168405,1.579140438,0.792455035,170625,BOMBAY
168514,1.487856256,0.816882712,170385,BOMBAY
168532,1.522881254,0.807309264,169925,BOMBAY
168684,1.582954097,0.794180137,169806,BOMBAY
168736,1.548475746,0.802641033,169852,BOMBAY
168744,1.683386425,0.769504756,170252,BOMBAY
168972,1.741509405,0.753372164,171065,BOMBAY
169004,1.486769347,0.81897058,170517,BOMBAY
169030,1.593944764,0.790414732,170989,BOMBAY
169095,1.389286239,0.847225275,171300,BOMBAY
169128,1.669509652,0.770155679,171304,BOMBAY
169165,1.615429877,0.784141427,171119,BOMBAY
169310,1.531055483,0.804842565,171788,BOMBAY
169361,1.589301212,0.790987472,171156,BOMBAY
169410,1.508914491,0.809893556,172175,BOMBAY
169553,1.792998221,0.743056947,171550,BOMBAY
169559,1.606534305,0.785641038,172319,BOMBAY
169969,1.654128427,0.773593104,172267,BOMBAY
170021,1.561154788,0.797773694,171568,BOMBAY
170067,1.385376068,0.846703388,171795,BOMBAY
170146,1.709269724,0.761679825,173278,BOMBAY
170186,1.524838632,0.80051872,174345,BOMBAY
170292,1.569456019,0.796471024,171705,BOMBAY
170598,1.718878331,0.758558064,172462,BOMBAY
170659,1.499377608,0.814847703,172297,BOMBAY
170711,1.606614562,0.786670362,172417,BOMBAY
170723,1.758452175,0.750761852,172911,BOMBAY
170889,1.616096148,0.783038889,173595,BOMBAY
171028,1.454914361,0.827208211,172608,BOMBAY
171035,1.70077288,0.759717871,175736,BOMBAY
171055,1.54473551,0.802122233,172890,BOMBAY
171116,1.695388631,0.760553602,174786,BOMBAY
171217,1.660981322,0.775047484,173525,BOMBAY
171230,1.503289537,0.813494725,172843,BOMBAY
171308,1.660627592,0.773968359,173826,BOMBAY
171423,1.458528838,0.826470506,173027,BOMBAY
171566,1.507526392,0.812360548,173000,BOMBAY
171620,1.451952085,0.825713046,174696,BOMBAY
171708,1.389742845,0.846769838,172804,BOMBAY
171799,1.428681991,0.834916246,173474,BOMBAY
171896,1.438229489,0.830374,173913,BOMBAY
171914,1.624889486,0.781657156,174673,BOMBAY
171994,1.467355884,0.823315539,173315,BOMBAY
172005,1.632103464,0.78085724,173578,BOMBAY
172351,1.63508358,0.778910781,173929,BOMBAY
172359,1.468653269,0.823492916,173829,BOMBAY
172546,1.609684612,0.784921442,174186,BOMBAY
172746,1.628827602,0.779379799,176302,BOMBAY
172941,1.849597882,0.729631735,175771,BOMBAY
172967,1.632891788,0.776353275,175602,BOMBAY
173108,1.472195218,0.819814366,175235,BOMBAY
173366,1.54897182,0.800768851,175139,BOMBAY
173392,1.732107619,0.757539741,175368,BOMBAY
173520,1.561406077,0.797939302,175941,BOMBAY
173809,1.450598607,0.828374891,175580,BOMBAY
173967,1.634928525,0.777994136,176528,BOMBAY
174024,1.5161829,0.810873441,175448,BOMBAY
174090,1.711207961,0.758385213,176752,BOMBAY
174091,1.525697954,0.805179454,176822,BOMBAY
174325,1.645155093,0.774638499,177123,BOMBAY
174465,1.648621018,0.776860623,176301,BOMBAY
174621,1.554117273,0.79844139,177034,BOMBAY
174668,1.772011252,0.746458838,178496,BOMBAY
174927,1.819137421,0.738284164,177314,BOMBAY
175054,1.641976246,0.776918234,177343,BOMBAY
175144,1.613187866,0.784857406,176889,BOMBAY
175276,1.650733797,0.776052122,177114,BOMBAY
175387,1.62068743,0.783374677,176888,BOMBAY
175512,1.608506276,0.78478142,177479,BOMBAY
175545,1.752907868,0.752150256,177735,BOMBAY
175717,1.561031494,0.79670647,178427,BOMBAY
175738,1.464870021,0.821522803,178091,BOMBAY
175822,1.619423647,0.78064018,178759,BOMBAY
175965,1.538629156,0.80525822,177068,BOMBAY
176119,1.656354097,0.77349692,177629,BOMBAY
176276,1.699375213,0.762690254,178364,BOMBAY
176352,1.524288543,0.804657272,180410,BOMBAY
176478,1.5710673,0.795485856,177909,BOMBAY
176492,1.531945779,0.806856585,178253,BOMBAY
176521,1.682773791,0.763715578,181196,BOMBAY
176570,1.651457611,0.776665587,178203,BOMBAY
176818,1.819158223,0.73717538,178964,BOMBAY
176826,1.803927678,0.741055631,179666,BOMBAY
176920,1.727731223,0.756944923,180242,BOMBAY
176994,1.685649074,0.766004087,179689,BOMBAY
177711,1.620315907,0.782386371,179829,BOMBAY
177713,1.584840402,0.791116974,180176,BOMBAY
177893,1.622844237,0.779078158,181791,BOMBAY
177906,1.719614026,0.757481419,180773,BOMBAY
178043,1.746916174,0.752171513,181333,BOMBAY
178177,1.539650364,0.802858674,181200,BOMBAY
178200,1.459881996,0.824073507,180886,BOMBAY
178573,1.660692166,0.769221101,183684,BOMBAY
178603,1.601940643,0.78883813,180147,BOMBAY
178848,1.85012157,0.733568138,180604,BOMBAY
179122,1.673780932,0.771376366,180813,BOMBAY
179166,1.487238954,0.817665186,181118,BOMBAY
179180,1.663791194,0.770638753,181677,BOMBAY
179387,1.679009403,0.768797321,181149,BOMBAY
179474,1.61897009,0.78179354,183984,BOMBAY
179496,1.540377581,0.803979942,181511,BOMBAY
179725,1.52092746,0.808678777,181562,BOMBAY
179759,1.757906192,0.750705865,182091,BOMBAY
180012,1.720923942,0.761553182,181815,BOMBAY
180028,1.684321184,0.765263516,183263,BOMBAY
180089,1.61282081,0.78604669,181809,BOMBAY
180097,1.584378543,0.791314516,182527,BOMBAY
180261,1.440274802,0.8287594,182710,BOMBAY
180547,1.871552644,0.727996696,182425,BOMBAY
180805,1.70712795,0.759769725,184775,BOMBAY
180948,1.414004017,0.839760843,182446,BOMBAY
181020,1.530070267,0.807006694,182766,BOMBAY
181118,1.707424263,0.759402658,185974,BOMBAY
181168,1.812994493,0.735464969,186215,BOMBAY
181181,1.428118992,0.833787976,183119,BOMBAY
181460,1.793230787,0.744159214,184707,BOMBAY
181748,1.483742604,0.818759686,183366,BOMBAY
181822,1.441789179,0.830260774,183395,BOMBAY
181877,1.53018741,0.806505188,183602,BOMBAY
181985,1.529918789,0.805398885,184037,BOMBAY
181992,1.767716771,0.748672049,184472,BOMBAY
182090,1.626591118,0.780301259,183882,BOMBAY
182178,1.726453763,0.757357326,183979,BOMBAY
182361,1.579301087,0.791949484,184578,BOMBAY
182494,1.587217161,0.784726272,189173,BOMBAY
182755,1.624841591,0.78206729,184677,BOMBAY
182835,1.401442348,0.842351625,184739,BOMBAY
182940,1.658505396,0.773067865,185434,BOMBAY
182972,1.472616428,0.821605823,185353,BOMBAY
182976,1.623356676,0.781658793,184527,BOMBAY
183019,1.661436778,0.772825856,184890,BOMBAY
183093,1.568213865,0.795918194,185169,BOMBAY
183153,1.580436926,0.793412633,185326,BOMBAY
183243,1.632472488,0.777712742,187180,BOMBAY
183410,1.599003108,0.786459855,185080,BOMBAY
183422,1.633870023,0.777508732,186364,BOMBAY
183483,1.691352487,0.762240729,187798,BOMBAY
183612,1.487197574,0.81908229,185076,BOMBAY
183754,1.663361709,0.773252496,185287,BOMBAY
183825,1.445581163,0.830933595,185116,BOMBAY
183924,1.691241508,0.766773632,185666,BOMBAY
184018,1.66900222,0.770975802,186286,BOMBAY
184172,1.692309436,0.76541019,186777,BOMBAY
184245,1.612285545,0.780001084,189905,BOMBAY
184246,1.770449185,0.749089102,186178,BOMBAY
184259,1.663831989,0.771063003,186648,BOMBAY
184362,1.60130638,0.78689043,187863,BOMBAY
184398,1.591806096,0.789328062,187032,BOMBAY
184491,1.614592802,0.78344268,187848,BOMBAY
184715,1.746847513,0.753236398,187214,BOMBAY
184827,1.52453509,0.808723938,186978,BOMBAY
184936,1.634271408,0.780625844,186576,BOMBAY
185104,1.462471084,0.824570744,187253,BOMBAY
185149,1.750184884,0.752646124,186539,BOMBAY
185350,1.538792255,0.803422523,187679,BOMBAY
185677,1.425173874,0.83473004,187533,BOMBAY
185896,1.594406776,0.787089744,187616,BOMBAY
185950,1.626210319,0.781128448,188551,BOMBAY
186003,1.692122189,0.768420531,187431,BOMBAY
186103,1.616262346,0.782511262,189236,BOMBAY
186401,1.868606281,0.724685536,191438,BOMBAY
186431,1.71392702,0.757871264,189926,BOMBAY
186439,1.640500489,0.776058709,188370,BOMBAY
186509,1.790951645,0.743191264,189519,BOMBAY
186519,1.421102592,0.835265725,188837,BOMBAY
186542,1.627004554,0.780203009,188989,BOMBAY
186618,1.556450257,0.799274469,188480,BOMBAY
186765,1.684313417,0.766888132,188680,BOMBAY
187129,1.384631556,0.846884828,189047,BOMBAY
187588,1.461411333,0.823923958,189950,BOMBAY
187645,1.653875918,0.775132782,189828,BOMBAY
187761,1.56201398,0.794939705,192202,BOMBAY
187777,1.69376268,0.765863929,190000,BOMBAY
188247,1.804795679,0.737102018,194252,BOMBAY
188362,1.69344308,0.765405442,191016,BOMBAY
188557,1.590095132,0.789730896,190364,BOMBAY
188888,1.637346077,0.778179058,191255,BOMBAY
188980,1.734588059,0.754654723,192822,BOMBAY
189236,1.564353749,0.795920446,191867,BOMBAY
189378,1.720526247,0.754231319,195616,BOMBAY
189503,1.744760633,0.754318146,191559,BOMBAY
190062,1.641789728,0.778967088,191654,BOMBAY
190130,1.640321486,0.778501572,191870,BOMBAY
190239,1.559804458,0.799782575,192195,BOMBAY
190505,1.722090977,0.759967013,192570,BOMBAY
190600,1.569669122,0.794727176,192978,BOMBAY
190728,1.805130547,0.739938378,192377,BOMBAY
190919,1.4600779,0.826000541,192563,BOMBAY
191042,1.615176765,0.784034966,193440,BOMBAY
191093,1.644896748,0.77591377,194125,BOMBAY
191366,1.676863533,0.767796211,193330,BOMBAY
191369,1.705527085,0.758879592,194562,BOMBAY
191554,1.646398564,0.777241883,193468,BOMBAY
191584,1.379090144,0.850611071,193466,BOMBAY
191756,1.769411393,0.74867049,193517,BOMBAY
192018,1.655129129,0.775591718,193459,BOMBAY
192106,1.485391667,0.817137459,194851,BOMBAY
192239,1.863547963,0.729086788,194337,BOMBAY
192812,1.731397064,0.756626845,194740,BOMBAY
193432,1.64804798,0.77665661,195899,BOMBAY
193584,1.630959409,0.779329705,197382,BOMBAY
193700,1.344731327,0.858922824,195583,BOMBAY
194219,1.63171294,0.777160753,197270,BOMBAY
194330,1.586456187,0.792003906,196056,BOMBAY
195076,1.586114971,0.79125385,196829,BOMBAY
195106,1.534219435,0.804102859,197343,BOMBAY
195332,1.553225914,0.798064059,198864,BOMBAY
195455,1.596965085,0.787059049,198403,BOMBAY
196076,1.631368875,0.779117514,199295,BOMBAY
196157,1.646310546,0.777154215,198513,BOMBAY
196212,1.845148415,0.732090107,199571,BOMBAY
196264,1.566900618,0.795975493,198006,BOMBAY
196411,1.704985339,0.763663226,197945,BOMBAY
197245,1.621057634,0.78049618,200777,BOMBAY
197598,1.623715572,0.781677111,199491,BOMBAY
198209,1.497328857,0.814023842,200587,BOMBAY
198281,1.657900246,0.772190028,201595,BOMBAY
198323,1.643577956,0.777249642,201273,BOMBAY
198671,1.519799312,0.806948482,201134,BOMBAY
198796,1.849402871,0.729787713,202308,BOMBAY
198997,1.666452043,0.770035509,201507,BOMBAY
199021,1.933856195,0.713613345,202063,BOMBAY
199437,1.571857436,0.794080642,201610,BOMBAY
199669,1.522294381,0.805750432,202954,BOMBAY
199788,1.826179758,0.735280362,202653,BOMBAY
200116,1.581080056,0.793533055,202634,BOMBAY
200419,1.649556972,0.775695414,202151,BOMBAY
200662,1.574279823,0.795157417,202914,BOMBAY
200714,1.455137768,0.825884561,203767,BOMBAY
201447,1.648983518,0.766510923,210441,BOMBAY
201491,1.449073046,0.829122698,203393,BOMBAY
201946,1.71371214,0.762023237,203438,BOMBAY
202236,1.549224967,0.800994378,203633,BOMBAY
202280,1.647240591,0.777258236,204687,BOMBAY
202363,1.521366256,0.807846316,204085,BOMBAY
202626,1.58638276,0.787789479,207843,BOMBAY
203101,1.616816004,0.781781639,206039,BOMBAY
203179,1.744620738,0.751304756,206073,BOMBAY
203296,1.505528858,0.810768934,205470,BOMBAY
203536,1.613540288,0.785407868,206049,BOMBAY
203643,1.615128096,0.784063206,206242,BOMBAY
203657,1.400962991,0.840625588,206515,BOMBAY
203677,1.683657312,0.768611375,205511,BOMBAY
203686,1.674748235,0.770434573,206087,BOMBAY
203688,1.737422338,0.753274371,207028,BOMBAY
203793,1.67285083,0.766847334,207056,BOMBAY
204023,1.47239751,0.819884075,207033,BOMBAY
204413,1.920006023,0.715609706,208732,BOMBAY
204635,1.539088498,0.803683273,206334,BOMBAY
204774,1.653699485,0.774533053,209024,BOMBAY
205358,1.618537333,0.781875558,207809,BOMBAY
205476,1.757259292,0.753188216,207384,BOMBAY
205889,1.788745122,0.744488605,208651,BOMBAY
206303,1.681922819,0.769523691,207854,BOMBAY
206702,1.651576009,0.773147225,209401,BOMBAY
206979,1.879648138,0.72059128,214037,BOMBAY
207034,1.664095844,0.771328886,209699,BOMBAY
207561,1.667444418,0.770116136,210438,BOMBAY
207673,1.627155324,0.779972994,210788,BOMBAY
208477,1.544424009,0.8016548,210800,BOMBAY
208502,1.681938482,0.763901061,212629,BOMBAY
208936,1.63654567,0.777453587,211979,BOMBAY
210260,1.552074737,0.797718209,213691,BOMBAY
210910,1.68756361,0.766910616,212898,BOMBAY
211734,1.698877761,0.763736821,213916,BOMBAY
212510,1.642269881,0.775253638,216642,BOMBAY
213012,1.493862872,0.816078538,215532,BOMBAY
213022,1.87632007,0.722107534,218065,BOMBAY
213307,1.603326617,0.783968278,219982,BOMBAY
214138,1.547033234,0.799467244,217249,BOMBAY
214563,1.578603374,0.792999131,217833,BOMBAY
215005,1.828934059,0.733443093,219894,BOMBAY
